"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"COL","UNEMP","15_24","PC_LF","M","2020-10",27.52489,
"COL","UNEMP","15_24","PC_LF","M","2020-11",26.67669,
"COL","UNEMP","15_24","PC_LF","M","2020-12",25.59277,
"COL","UNEMP","15_24","PC_LF","M","2021-01",26.89108,
"COL","UNEMP","15_24","PC_LF","M","2021-02",26.88013,
"COL","UNEMP","15_24","PC_LF","M","2021-03",26.79416,
"COL","UNEMP","15_24","PC_LF","M","2021-04",26.08853,
"COL","UNEMP","15_24","PC_LF","M","2021-05",26.40715,
"COL","UNEMP","15_24","PC_LF","M","2021-06",27.14859,
"COL","UNEMP","15_24","PC_LF","M","2021-07",23.70113,
"COL","UNEMP","15_24","PC_LF","M","2021-08",24.24264,
"COL","UNEMP","15_24","PC_LF","M","2021-09",24.71185,
"COL","UNEMP","15_24","PC_LF","M","2021-10",25.66481,
"COL","UNEMP","15_24","PC_LF","M","2021-11",25.2851,
"COL","UNEMP","15_24","PC_LF","M","2021-12",23.57279,
"COL","UNEMP","15_24","PC_LF","M","2022-01",23.84731,
"COL","UNEMP","15_24","PC_LF","M","2022-02",23.94259,
"COL","UNEMP","15_24","PC_LF","M","2022-03",22.33861,
"COL","UNEMP","15_24","PC_LF","M","2022-04",21.27099,
"COL","UNEMP","15_24","PC_LF","M","2022-05",20.24402,
"LUX","UNEMP","15_24","PC_LF","M","2014-11",22.1,
"LUX","UNEMP","15_24","PC_LF","M","2014-12",21.5,
"LUX","UNEMP","15_24","PC_LF","M","2015-01",18.6,
"LUX","UNEMP","15_24","PC_LF","M","2015-02",18.6,
"LUX","UNEMP","15_24","PC_LF","M","2015-03",18.2,
"LUX","UNEMP","15_24","PC_LF","M","2015-04",16.5,
"LUX","UNEMP","15_24","PC_LF","M","2015-05",16.7,
"LUX","UNEMP","15_24","PC_LF","M","2015-06",16.6,
"LUX","UNEMP","15_24","PC_LF","M","2015-07",17,
"LUX","UNEMP","15_24","PC_LF","M","2015-08",17.4,
"LUX","UNEMP","15_24","PC_LF","M","2015-09",17.5,
"LUX","UNEMP","15_24","PC_LF","M","2015-10",18.3,
"LUX","UNEMP","15_24","PC_LF","M","2015-11",17.8,
"LUX","UNEMP","15_24","PC_LF","M","2015-12",17.9,
"LUX","UNEMP","15_24","PC_LF","M","2016-01",18.6,
"LUX","UNEMP","15_24","PC_LF","M","2016-02",19.1,
"LUX","UNEMP","15_24","PC_LF","M","2016-03",19.1,
"LUX","UNEMP","15_24","PC_LF","M","2016-04",18.8,
"LUX","UNEMP","15_24","PC_LF","M","2016-05",18.8,
"LUX","UNEMP","15_24","PC_LF","M","2016-06",18.6,
"LUX","UNEMP","15_24","PC_LF","M","2016-07",18.1,
"LUX","UNEMP","15_24","PC_LF","M","2016-08",18.3,
"LUX","UNEMP","15_24","PC_LF","M","2016-09",19.2,
"LUX","UNEMP","15_24","PC_LF","M","2016-10",19,
"LUX","UNEMP","15_24","PC_LF","M","2016-11",18.6,
"LUX","UNEMP","15_24","PC_LF","M","2016-12",18.7,
"LUX","UNEMP","15_24","PC_LF","M","2017-01",17.2,
"LUX","UNEMP","15_24","PC_LF","M","2017-02",16.9,
"LUX","UNEMP","15_24","PC_LF","M","2017-03",16.2,
"LUX","UNEMP","15_24","PC_LF","M","2017-04",15.4,
"LUX","UNEMP","15_24","PC_LF","M","2017-05",15,
"LUX","UNEMP","15_24","PC_LF","M","2017-06",15.1,
"LUX","UNEMP","15_24","PC_LF","M","2017-07",15.2,
"LUX","UNEMP","15_24","PC_LF","M","2017-08",15,
"LUX","UNEMP","15_24","PC_LF","M","2017-09",15.4,
"LUX","UNEMP","15_24","PC_LF","M","2017-10",14.4,
"LUX","UNEMP","15_24","PC_LF","M","2017-11",14.6,
"LUX","UNEMP","15_24","PC_LF","M","2017-12",14.9,
"LUX","UNEMP","15_24","PC_LF","M","2018-01",14.7,
"LUX","UNEMP","15_24","PC_LF","M","2018-02",14.3,
"LUX","UNEMP","15_24","PC_LF","M","2018-03",14.4,
"LUX","UNEMP","15_24","PC_LF","M","2018-04",13.9,
"LUX","UNEMP","15_24","PC_LF","M","2018-05",14.4,
"LUX","UNEMP","15_24","PC_LF","M","2018-06",14.5,
"LUX","UNEMP","15_24","PC_LF","M","2018-07",14,
"LUX","UNEMP","15_24","PC_LF","M","2018-08",14.7,
"LUX","UNEMP","15_24","PC_LF","M","2018-09",14.3,
"LUX","UNEMP","15_24","PC_LF","M","2018-10",14.2,
"LUX","UNEMP","15_24","PC_LF","M","2018-11",14.4,
"LUX","UNEMP","15_24","PC_LF","M","2018-12",14.1,
"LUX","UNEMP","15_24","PC_LF","M","2019-01",14.4,
"LUX","UNEMP","15_24","PC_LF","M","2019-02",16.1,
"LUX","UNEMP","15_24","PC_LF","M","2019-03",16.6,
"LUX","UNEMP","15_24","PC_LF","M","2019-04",16.9,
"LUX","UNEMP","15_24","PC_LF","M","2019-05",16.7,
"LUX","UNEMP","15_24","PC_LF","M","2019-06",17,
"LUX","UNEMP","15_24","PC_LF","M","2019-07",17.5,
"LUX","UNEMP","15_24","PC_LF","M","2019-08",17.3,
"LUX","UNEMP","15_24","PC_LF","M","2019-09",16.1,
"LUX","UNEMP","15_24","PC_LF","M","2019-10",17.3,
"LUX","UNEMP","15_24","PC_LF","M","2019-11",17.5,
"LUX","UNEMP","15_24","PC_LF","M","2019-12",18,
"LUX","UNEMP","15_24","PC_LF","M","2020-01",18.5,
"LUX","UNEMP","15_24","PC_LF","M","2020-02",18.1,
"LUX","UNEMP","15_24","PC_LF","M","2020-03",20.1,
"LUX","UNEMP","15_24","PC_LF","M","2020-04",24,
"LUX","UNEMP","15_24","PC_LF","M","2020-05",25.6,
"LUX","UNEMP","15_24","PC_LF","M","2020-06",26.3,
"LUX","UNEMP","15_24","PC_LF","M","2020-07",24.7,
"LUX","UNEMP","15_24","PC_LF","M","2020-08",23.2,
"LUX","UNEMP","15_24","PC_LF","M","2020-09",22.7,
"LUX","UNEMP","15_24","PC_LF","M","2020-10",21.3,
"LUX","UNEMP","15_24","PC_LF","M","2020-11",21.1,
"LUX","UNEMP","15_24","PC_LF","M","2020-12",21.5,
"LUX","UNEMP","15_24","PC_LF","M","2021-01",21,
"LUX","UNEMP","15_24","PC_LF","M","2021-02",20.7,
"LUX","UNEMP","15_24","PC_LF","M","2021-03",20.1,
"LUX","UNEMP","15_24","PC_LF","M","2021-04",19.1,
"LUX","UNEMP","15_24","PC_LF","M","2021-05",18,
"LUX","UNEMP","15_24","PC_LF","M","2021-06",17.1,
"LUX","UNEMP","15_24","PC_LF","M","2021-07",17.3,
"LUX","UNEMP","15_24","PC_LF","M","2021-08",16.8,
"LUX","UNEMP","15_24","PC_LF","M","2021-09",16.5,
"LUX","UNEMP","15_24","PC_LF","M","2021-10",16.2,
"LUX","UNEMP","15_24","PC_LF","M","2021-11",16,
"LUX","UNEMP","15_24","PC_LF","M","2021-12",16.3,
"LUX","UNEMP","15_24","PC_LF","M","2022-01",15.2,
"LUX","UNEMP","15_24","PC_LF","M","2022-02",15,
"LUX","UNEMP","15_24","PC_LF","M","2022-03",14.5,
"LUX","UNEMP","15_24","PC_LF","M","2022-04",14,
"LUX","UNEMP","15_24","PC_LF","M","2022-05",13.7,
"DNK","UNEMP","15_24","PC_LF","M","2014-11",13.3,
"DNK","UNEMP","15_24","PC_LF","M","2014-12",12,
"DNK","UNEMP","15_24","PC_LF","M","2015-01",12.2,
"DNK","UNEMP","15_24","PC_LF","M","2015-02",11.9,
"DNK","UNEMP","15_24","PC_LF","M","2015-03",12.1,
"DNK","UNEMP","15_24","PC_LF","M","2015-04",11.7,
"DNK","UNEMP","15_24","PC_LF","M","2015-05",11.6,
"DNK","UNEMP","15_24","PC_LF","M","2015-06",12.5,
"DNK","UNEMP","15_24","PC_LF","M","2015-07",12.4,
"DNK","UNEMP","15_24","PC_LF","M","2015-08",12.7,
"DNK","UNEMP","15_24","PC_LF","M","2015-09",12.1,
"DNK","UNEMP","15_24","PC_LF","M","2015-10",12.4,
"DNK","UNEMP","15_24","PC_LF","M","2015-11",12.2,
"DNK","UNEMP","15_24","PC_LF","M","2015-12",12.2,
"DNK","UNEMP","15_24","PC_LF","M","2016-01",12.1,
"DNK","UNEMP","15_24","PC_LF","M","2016-02",12.1,
"DNK","UNEMP","15_24","PC_LF","M","2016-03",12.1,
"DNK","UNEMP","15_24","PC_LF","M","2016-04",12.9,
"DNK","UNEMP","15_24","PC_LF","M","2016-05",12.3,
"DNK","UNEMP","15_24","PC_LF","M","2016-06",12.2,
"DNK","UNEMP","15_24","PC_LF","M","2016-07",12.3,
"DNK","UNEMP","15_24","PC_LF","M","2016-08",11.9,
"DNK","UNEMP","15_24","PC_LF","M","2016-09",12,
"DNK","UNEMP","15_24","PC_LF","M","2016-10",12.3,
"DNK","UNEMP","15_24","PC_LF","M","2016-11",12.4,
"DNK","UNEMP","15_24","PC_LF","M","2016-12",12.6,
"DNK","UNEMP","15_24","PC_LF","M","2017-01",12.7,
"DNK","UNEMP","15_24","PC_LF","M","2017-02",13,
"DNK","UNEMP","15_24","PC_LF","M","2017-03",12.9,
"DNK","UNEMP","15_24","PC_LF","M","2017-04",12.4,
"DNK","UNEMP","15_24","PC_LF","M","2017-05",12.8,
"DNK","UNEMP","15_24","PC_LF","M","2017-06",12.5,
"DNK","UNEMP","15_24","PC_LF","M","2017-07",13.2,
"DNK","UNEMP","15_24","PC_LF","M","2017-08",12.6,
"DNK","UNEMP","15_24","PC_LF","M","2017-09",11.9,
"DNK","UNEMP","15_24","PC_LF","M","2017-10",11.4,
"DNK","UNEMP","15_24","PC_LF","M","2017-11",11.1,
"DNK","UNEMP","15_24","PC_LF","M","2017-12",11.8,
"DNK","UNEMP","15_24","PC_LF","M","2018-01",10.8,
"DNK","UNEMP","15_24","PC_LF","M","2018-02",11.1,
"DNK","UNEMP","15_24","PC_LF","M","2018-03",10.5,
"DNK","UNEMP","15_24","PC_LF","M","2018-04",11.7,
"DNK","UNEMP","15_24","PC_LF","M","2018-05",10.6,
"DNK","UNEMP","15_24","PC_LF","M","2018-06",10.3,
"DNK","UNEMP","15_24","PC_LF","M","2018-07",10.2,
"DNK","UNEMP","15_24","PC_LF","M","2018-08",10.4,
"DNK","UNEMP","15_24","PC_LF","M","2018-09",10.2,
"DNK","UNEMP","15_24","PC_LF","M","2018-10",9.6,
"DNK","UNEMP","15_24","PC_LF","M","2018-11",10.1,
"DNK","UNEMP","15_24","PC_LF","M","2018-12",10.1,
"DNK","UNEMP","15_24","PC_LF","M","2019-01",10.9,
"DNK","UNEMP","15_24","PC_LF","M","2019-02",10.7,
"DNK","UNEMP","15_24","PC_LF","M","2019-03",11.2,
"DNK","UNEMP","15_24","PC_LF","M","2019-04",10,
"DNK","UNEMP","15_24","PC_LF","M","2019-05",9.5,
"DNK","UNEMP","15_24","PC_LF","M","2019-06",8.7,
"DNK","UNEMP","15_24","PC_LF","M","2019-07",9.5,
"DNK","UNEMP","15_24","PC_LF","M","2019-08",9.6,
"DNK","UNEMP","15_24","PC_LF","M","2019-09",10.1,
"DNK","UNEMP","15_24","PC_LF","M","2019-10",10.1,
"DNK","UNEMP","15_24","PC_LF","M","2019-11",10.2,
"DNK","UNEMP","15_24","PC_LF","M","2019-12",10,
"DNK","UNEMP","15_24","PC_LF","M","2020-01",9.8,
"DNK","UNEMP","15_24","PC_LF","M","2020-02",9.7,
"DNK","UNEMP","15_24","PC_LF","M","2020-03",10,
"DNK","UNEMP","15_24","PC_LF","M","2020-04",10.6,
"DNK","UNEMP","15_24","PC_LF","M","2020-05",12.2,
"DNK","UNEMP","15_24","PC_LF","M","2020-06",12.9,
"DNK","UNEMP","15_24","PC_LF","M","2020-07",12.9,
"DNK","UNEMP","15_24","PC_LF","M","2020-08",12,
"DNK","UNEMP","15_24","PC_LF","M","2020-09",12,
"DNK","UNEMP","15_24","PC_LF","M","2020-10",12.2,
"DNK","UNEMP","15_24","PC_LF","M","2020-11",12.2,
"DNK","UNEMP","15_24","PC_LF","M","2020-12",12.3,
"DNK","UNEMP","15_24","PC_LF","M","2021-01",12.3,
"DNK","UNEMP","15_24","PC_LF","M","2021-02",13.3,
"DNK","UNEMP","15_24","PC_LF","M","2021-03",13.3,
"DNK","UNEMP","15_24","PC_LF","M","2021-04",11.9,
"DNK","UNEMP","15_24","PC_LF","M","2021-05",10.2,
"DNK","UNEMP","15_24","PC_LF","M","2021-06",8.9,
"DNK","UNEMP","15_24","PC_LF","M","2021-07",8.7,
"DNK","UNEMP","15_24","PC_LF","M","2021-08",10,
"DNK","UNEMP","15_24","PC_LF","M","2021-09",11.1,
"DNK","UNEMP","15_24","PC_LF","M","2021-10",10.6,
"DNK","UNEMP","15_24","PC_LF","M","2021-11",9.7,
"DNK","UNEMP","15_24","PC_LF","M","2021-12",9.2,
"DNK","UNEMP","15_24","PC_LF","M","2022-01",8.6,
"DNK","UNEMP","15_24","PC_LF","M","2022-02",8.3,
"DNK","UNEMP","15_24","PC_LF","M","2022-03",8.3,
"DNK","UNEMP","15_24","PC_LF","M","2022-04",8.3,
"DNK","UNEMP","15_24","PC_LF","M","2022-05",8.8,
"TUR","UNEMP","15_24","PC_LF","M","2014-11",18.7,
"TUR","UNEMP","15_24","PC_LF","M","2014-12",18.9,
"TUR","UNEMP","15_24","PC_LF","M","2015-01",19,
"TUR","UNEMP","15_24","PC_LF","M","2015-02",19,
"TUR","UNEMP","15_24","PC_LF","M","2015-03",19.2,
"TUR","UNEMP","15_24","PC_LF","M","2015-04",18.5,
"TUR","UNEMP","15_24","PC_LF","M","2015-05",18.5,
"TUR","UNEMP","15_24","PC_LF","M","2015-06",18.7,
"TUR","UNEMP","15_24","PC_LF","M","2015-07",18.1,
"TUR","UNEMP","15_24","PC_LF","M","2015-08",18.2,
"TUR","UNEMP","15_24","PC_LF","M","2015-09",18.2,
"TUR","UNEMP","15_24","PC_LF","M","2015-10",18.3,
"TUR","UNEMP","15_24","PC_LF","M","2015-11",18,
"TUR","UNEMP","15_24","PC_LF","M","2015-12",17.5,
"TUR","UNEMP","15_24","PC_LF","M","2016-01",17.7,
"TUR","UNEMP","15_24","PC_LF","M","2016-02",18,
"TUR","UNEMP","15_24","PC_LF","M","2016-03",17.7,
"TUR","UNEMP","15_24","PC_LF","M","2016-04",18.6,
"TUR","UNEMP","15_24","PC_LF","M","2016-05",19.1,
"TUR","UNEMP","15_24","PC_LF","M","2016-06",19.1,
"TUR","UNEMP","15_24","PC_LF","M","2016-07",19.7,
"TUR","UNEMP","15_24","PC_LF","M","2016-08",19.6,
"TUR","UNEMP","15_24","PC_LF","M","2016-09",20.3,
"TUR","UNEMP","15_24","PC_LF","M","2016-10",20.8,
"TUR","UNEMP","15_24","PC_LF","M","2016-11",21.3,
"TUR","UNEMP","15_24","PC_LF","M","2016-12",22.2,
"TUR","UNEMP","15_24","PC_LF","M","2017-01",22,
"TUR","UNEMP","15_24","PC_LF","M","2017-02",21.4,
"TUR","UNEMP","15_24","PC_LF","M","2017-03",21.9,
"TUR","UNEMP","15_24","PC_LF","M","2017-04",21.4,
"TUR","UNEMP","15_24","PC_LF","M","2017-05",20.8,
"TUR","UNEMP","15_24","PC_LF","M","2017-06",20.9,
"TUR","UNEMP","15_24","PC_LF","M","2017-07",20.4,
"TUR","UNEMP","15_24","PC_LF","M","2017-08",20.5,
"TUR","UNEMP","15_24","PC_LF","M","2017-09",19.5,
"TUR","UNEMP","15_24","PC_LF","M","2017-10",19.2,
"TUR","UNEMP","15_24","PC_LF","M","2017-11",19,
"TUR","UNEMP","15_24","PC_LF","M","2017-12",18.2,
"TUR","UNEMP","15_24","PC_LF","M","2018-01",18.3,
"TUR","UNEMP","15_24","PC_LF","M","2018-02",18.6,
"TUR","UNEMP","15_24","PC_LF","M","2018-03",18.1,
"TUR","UNEMP","15_24","PC_LF","M","2018-04",18.4,
"TUR","UNEMP","15_24","PC_LF","M","2018-05",19.5,
"TUR","UNEMP","15_24","PC_LF","M","2018-06",19.3,
"TUR","UNEMP","15_24","PC_LF","M","2018-07",19.8,
"TUR","UNEMP","15_24","PC_LF","M","2018-08",19.6,
"TUR","UNEMP","15_24","PC_LF","M","2018-09",20.9,
"TUR","UNEMP","15_24","PC_LF","M","2018-10",22,
"TUR","UNEMP","15_24","PC_LF","M","2018-11",21.8,
"TUR","UNEMP","15_24","PC_LF","M","2018-12",24.6,
"TUR","UNEMP","15_24","PC_LF","M","2019-01",25.2,
"TUR","UNEMP","15_24","PC_LF","M","2019-02",25.3,
"TUR","UNEMP","15_24","PC_LF","M","2019-03",25.7,
"TUR","UNEMP","15_24","PC_LF","M","2019-04",25.4,
"TUR","UNEMP","15_24","PC_LF","M","2019-05",23.9,
"TUR","UNEMP","15_24","PC_LF","M","2019-06",25.6,
"TUR","UNEMP","15_24","PC_LF","M","2019-07",25.2,
"TUR","UNEMP","15_24","PC_LF","M","2019-08",27,
"TUR","UNEMP","15_24","PC_LF","M","2019-09",26,
"TUR","UNEMP","15_24","PC_LF","M","2019-10",25.2,
"TUR","UNEMP","15_24","PC_LF","M","2019-11",25.4,
"TUR","UNEMP","15_24","PC_LF","M","2019-12",23.7,
"TUR","UNEMP","15_24","PC_LF","M","2020-01",24.4,
"TUR","UNEMP","15_24","PC_LF","M","2020-02",23.7,
"TUR","UNEMP","15_24","PC_LF","M","2020-03",23.1,
"TUR","UNEMP","15_24","PC_LF","M","2020-04",24.1,
"TUR","UNEMP","15_24","PC_LF","M","2020-05",25,
"TUR","UNEMP","15_24","PC_LF","M","2020-06",24.8,
"TUR","UNEMP","15_24","PC_LF","M","2020-07",25.1,
"TUR","UNEMP","15_24","PC_LF","M","2020-08",24,
"TUR","UNEMP","15_24","PC_LF","M","2020-09",25.1,
"TUR","UNEMP","15_24","PC_LF","M","2020-10",25.2,
"TUR","UNEMP","15_24","PC_LF","M","2020-11",25.1,
"TUR","UNEMP","15_24","PC_LF","M","2020-12",25.7,
"TUR","UNEMP","15_24","PC_LF","M","2021-01",24.7,
"TUR","UNEMP","15_24","PC_LF","M","2021-02",26.4,
"TUR","UNEMP","15_24","PC_LF","M","2021-03",24.9,
"TUR","UNEMP","15_24","PC_LF","M","2021-04",25,
"TUR","UNEMP","15_24","PC_LF","M","2021-05",24.4,
"TUR","UNEMP","15_24","PC_LF","M","2021-06",21.4,
"TUR","UNEMP","15_24","PC_LF","M","2021-07",21.4,
"TUR","UNEMP","15_24","PC_LF","M","2021-08",21.7,
"TUR","UNEMP","15_24","PC_LF","M","2021-09",20.6,
"TUR","UNEMP","15_24","PC_LF","M","2021-10",20.2,
"TUR","UNEMP","15_24","PC_LF","M","2021-11",22.2,
"TUR","UNEMP","15_24","PC_LF","M","2021-12",21.2,
"TUR","UNEMP","15_24","PC_LF","M","2022-01",21,
"TUR","UNEMP","15_24","PC_LF","M","2022-02",20.4,
"TUR","UNEMP","15_24","PC_LF","M","2022-03",20.8,
"TUR","UNEMP","15_24","PC_LF","M","2022-04",20,
"DEU","UNEMP","15_24","PC_LF","M","2014-11",7.9,
"DEU","UNEMP","15_24","PC_LF","M","2014-12",7.8,
"DEU","UNEMP","15_24","PC_LF","M","2015-01",7.7,
"DEU","UNEMP","15_24","PC_LF","M","2015-02",7.6,
"DEU","UNEMP","15_24","PC_LF","M","2015-03",7.6,
"DEU","UNEMP","15_24","PC_LF","M","2015-04",7.6,
"DEU","UNEMP","15_24","PC_LF","M","2015-05",7.6,
"DEU","UNEMP","15_24","PC_LF","M","2015-06",7.6,
"DEU","UNEMP","15_24","PC_LF","M","2015-07",7.6,
"DEU","UNEMP","15_24","PC_LF","M","2015-08",7.6,
"DEU","UNEMP","15_24","PC_LF","M","2015-09",7.6,
"DEU","UNEMP","15_24","PC_LF","M","2015-10",7.6,
"DEU","UNEMP","15_24","PC_LF","M","2015-11",7.6,
"DEU","UNEMP","15_24","PC_LF","M","2015-12",7.6,
"DEU","UNEMP","15_24","PC_LF","M","2016-01",7.6,
"DEU","UNEMP","15_24","PC_LF","M","2016-02",7.6,
"DEU","UNEMP","15_24","PC_LF","M","2016-03",7.7,
"DEU","UNEMP","15_24","PC_LF","M","2016-04",7.6,
"DEU","UNEMP","15_24","PC_LF","M","2016-05",7.6,
"DEU","UNEMP","15_24","PC_LF","M","2016-06",7.5,
"DEU","UNEMP","15_24","PC_LF","M","2016-07",7.5,
"DEU","UNEMP","15_24","PC_LF","M","2016-08",7.4,
"DEU","UNEMP","15_24","PC_LF","M","2016-09",7.3,
"DEU","UNEMP","15_24","PC_LF","M","2016-10",7.3,
"DEU","UNEMP","15_24","PC_LF","M","2016-11",7.3,
"DEU","UNEMP","15_24","PC_LF","M","2016-12",7.2,
"DEU","UNEMP","15_24","PC_LF","M","2017-01",7.2,
"DEU","UNEMP","15_24","PC_LF","M","2017-02",7.2,
"DEU","UNEMP","15_24","PC_LF","M","2017-03",7.2,
"DEU","UNEMP","15_24","PC_LF","M","2017-04",7.1,
"DEU","UNEMP","15_24","PC_LF","M","2017-05",7.1,
"DEU","UNEMP","15_24","PC_LF","M","2017-06",7,
"DEU","UNEMP","15_24","PC_LF","M","2017-07",7,
"DEU","UNEMP","15_24","PC_LF","M","2017-08",7,
"DEU","UNEMP","15_24","PC_LF","M","2017-09",6.9,
"DEU","UNEMP","15_24","PC_LF","M","2017-10",7,
"DEU","UNEMP","15_24","PC_LF","M","2017-11",7,
"DEU","UNEMP","15_24","PC_LF","M","2017-12",7,
"DEU","UNEMP","15_24","PC_LF","M","2018-01",7,
"DEU","UNEMP","15_24","PC_LF","M","2018-02",7,
"DEU","UNEMP","15_24","PC_LF","M","2018-03",6.9,
"DEU","UNEMP","15_24","PC_LF","M","2018-04",6.8,
"DEU","UNEMP","15_24","PC_LF","M","2018-05",6.7,
"DEU","UNEMP","15_24","PC_LF","M","2018-06",6.6,
"DEU","UNEMP","15_24","PC_LF","M","2018-07",6.5,
"DEU","UNEMP","15_24","PC_LF","M","2018-08",6.5,
"DEU","UNEMP","15_24","PC_LF","M","2018-09",6.4,
"DEU","UNEMP","15_24","PC_LF","M","2018-10",6.4,
"DEU","UNEMP","15_24","PC_LF","M","2018-11",6.3,
"DEU","UNEMP","15_24","PC_LF","M","2018-12",6.2,
"DEU","UNEMP","15_24","PC_LF","M","2019-01",6.2,
"DEU","UNEMP","15_24","PC_LF","M","2019-02",6.1,
"DEU","UNEMP","15_24","PC_LF","M","2019-03",6.1,
"DEU","UNEMP","15_24","PC_LF","M","2019-04",6.1,
"DEU","UNEMP","15_24","PC_LF","M","2019-05",6.1,
"DEU","UNEMP","15_24","PC_LF","M","2019-06",6.1,
"DEU","UNEMP","15_24","PC_LF","M","2019-07",6.1,
"DEU","UNEMP","15_24","PC_LF","M","2019-08",6.1,
"DEU","UNEMP","15_24","PC_LF","M","2019-09",6.2,
"DEU","UNEMP","15_24","PC_LF","M","2019-10",6.2,
"DEU","UNEMP","15_24","PC_LF","M","2019-11",6.3,
"DEU","UNEMP","15_24","PC_LF","M","2019-12",6.4,
"DEU","UNEMP","15_24","PC_LF","M","2020-01",6.5,
"DEU","UNEMP","15_24","PC_LF","M","2020-02",6.7,
"DEU","UNEMP","15_24","PC_LF","M","2020-03",6.9,
"DEU","UNEMP","15_24","PC_LF","M","2020-04",7.2,
"DEU","UNEMP","15_24","PC_LF","M","2020-05",7.5,
"DEU","UNEMP","15_24","PC_LF","M","2020-06",7.7,
"DEU","UNEMP","15_24","PC_LF","M","2020-07",7.9,
"DEU","UNEMP","15_24","PC_LF","M","2020-08",8.1,
"DEU","UNEMP","15_24","PC_LF","M","2020-09",8.2,
"DEU","UNEMP","15_24","PC_LF","M","2020-10",8.2,
"DEU","UNEMP","15_24","PC_LF","M","2020-11",8.2,
"DEU","UNEMP","15_24","PC_LF","M","2020-12",8.2,
"DEU","UNEMP","15_24","PC_LF","M","2021-01",8.1,
"DEU","UNEMP","15_24","PC_LF","M","2021-02",8,
"DEU","UNEMP","15_24","PC_LF","M","2021-03",7.8,
"DEU","UNEMP","15_24","PC_LF","M","2021-04",7.5,
"DEU","UNEMP","15_24","PC_LF","M","2021-05",7.3,
"DEU","UNEMP","15_24","PC_LF","M","2021-06",7,
"DEU","UNEMP","15_24","PC_LF","M","2021-07",6.7,
"DEU","UNEMP","15_24","PC_LF","M","2021-08",6.5,
"DEU","UNEMP","15_24","PC_LF","M","2021-09",6.2,
"DEU","UNEMP","15_24","PC_LF","M","2021-10",6,
"DEU","UNEMP","15_24","PC_LF","M","2021-11",5.9,
"DEU","UNEMP","15_24","PC_LF","M","2021-12",5.7,
"DEU","UNEMP","15_24","PC_LF","M","2022-01",5.6,
"DEU","UNEMP","15_24","PC_LF","M","2022-02",5.5,
"DEU","UNEMP","15_24","PC_LF","M","2022-03",5.4,
"DEU","UNEMP","15_24","PC_LF","M","2022-04",5.4,
"DEU","UNEMP","15_24","PC_LF","M","2022-05",5.3,
"OECD","UNEMP","15_24","PC_LF","M","2014-11",15.28039,"E"
"OECD","UNEMP","15_24","PC_LF","M","2014-12",14.87965,"E"
"OECD","UNEMP","15_24","PC_LF","M","2015-01",14.67004,"E"
"OECD","UNEMP","15_24","PC_LF","M","2015-02",14.77006,"E"
"OECD","UNEMP","15_24","PC_LF","M","2015-03",14.72845,"E"
"OECD","UNEMP","15_24","PC_LF","M","2015-04",14.40552,"E"
"OECD","UNEMP","15_24","PC_LF","M","2015-05",14.61774,"E"
"OECD","UNEMP","15_24","PC_LF","M","2015-06",14.56302,"E"
"OECD","UNEMP","15_24","PC_LF","M","2015-07",14.24539,"E"
"OECD","UNEMP","15_24","PC_LF","M","2015-08",14.07011,"E"
"OECD","UNEMP","15_24","PC_LF","M","2015-09",13.99461,"E"
"OECD","UNEMP","15_24","PC_LF","M","2015-10",13.97761,"E"
"OECD","UNEMP","15_24","PC_LF","M","2015-11",13.68767,"E"
"OECD","UNEMP","15_24","PC_LF","M","2015-12",13.86521,"E"
"OECD","UNEMP","15_24","PC_LF","M","2016-01",13.49167,"E"
"OECD","UNEMP","15_24","PC_LF","M","2016-02",13.66313,"E"
"OECD","UNEMP","15_24","PC_LF","M","2016-03",13.67083,"E"
"OECD","UNEMP","15_24","PC_LF","M","2016-04",13.64304,"E"
"OECD","UNEMP","15_24","PC_LF","M","2016-05",13.52884,"E"
"OECD","UNEMP","15_24","PC_LF","M","2016-06",13.5239,"E"
"OECD","UNEMP","15_24","PC_LF","M","2016-07",13.54453,"E"
"OECD","UNEMP","15_24","PC_LF","M","2016-08",13.2659,"E"
"OECD","UNEMP","15_24","PC_LF","M","2016-09",13.21126,"E"
"OECD","UNEMP","15_24","PC_LF","M","2016-10",13.25684,"E"
"OECD","UNEMP","15_24","PC_LF","M","2016-11",13.30539,"E"
"OECD","UNEMP","15_24","PC_LF","M","2016-12",13.21817,"E"
"OECD","UNEMP","15_24","PC_LF","M","2017-01",12.93662,"E"
"OECD","UNEMP","15_24","PC_LF","M","2017-02",12.77499,"E"
"OECD","UNEMP","15_24","PC_LF","M","2017-03",12.68835,"E"
"OECD","UNEMP","15_24","PC_LF","M","2017-04",12.66798,"E"
"OECD","UNEMP","15_24","PC_LF","M","2017-05",12.4835,"E"
"OECD","UNEMP","15_24","PC_LF","M","2017-06",12.44777,"E"
"OECD","UNEMP","15_24","PC_LF","M","2017-07",12.29638,"E"
"OECD","UNEMP","15_24","PC_LF","M","2017-08",12.27974,"E"
"OECD","UNEMP","15_24","PC_LF","M","2017-09",12.32379,"E"
"OECD","UNEMP","15_24","PC_LF","M","2017-10",12.16837,"E"
"OECD","UNEMP","15_24","PC_LF","M","2017-11",12.44634,"E"
